sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;comercio;ventadecalzado;popular;1;1;2017-03-30;4000000;microempresarial
femenino;comercio;fabricade;santodomingosavio;1;1;2016-05-27;6890000;microempresarial
femenino;servicio;carpinteria;santacruz;2;2;2017-06-20;4000000;microempresarial
femenino;servicio;variedades;laaguacatala;1;14;2017-02-02;7000000;microempresarial
femenino;industria;fabricade;santacruz;2;2;2017-10-20;4500000;microempresarial
femenino;servicio;almacenderopaen;belen;3;16;2017-03-15;7300000;microempresarial
masculino;servicio;montallantas;manriqueoriental;3;3;2019-03-22;7000000;microempresarial
femenino;servicio;peluqueria;manriquecentralno.2;1;3;2019-05-10;4000000;microempresarial
masculino;comercio;tienda;playondelos;2;2;2016-09-28;6890000;microempresarial
femenino;comercio;almacenderopaen;manriquecentralno.1;3;4;2017-12-22;7300000;microempresarial
femenino;comercio;pañalera;popular;2;1;2017-09-25;2500000;microempresarial
masculino;comercio;variedades;manriquecentralno.2;1;3;2016-06-07;6890000;microempresarial
femenino;comercio;tienda;santodomingosavio;1;1;2018-06-05;4000000;microempresarial
masculino;comercio;tienda;belen;2;16;2019-02-27;8281000;microempresarial
masculino;industria;fabricade;robledo;1;7;2018-05-17;3500000;microempresarial
masculino;comercio;tienda;trinidad;3;15;2019-05-17;6000000;microempresarial
masculino;servicio;variedades;popular;2;1;2018-05-29;6000000;microempresarial
femenino;industria;fabricade;alfonsolopez;3;5;2016-12-01;43435244;microempresarial
femenino;servicio;variedades;lasierra;1;8;2017-11-20;4400000;microempresarial
masculino;comercio;tienda;aguasfrias;2;70;2018-11-28;7800000;microempresarial
masculino;servicio;tienda;villatina;2;8;2017-08-02;1000000;microempresarial
femenino;comercio;panaderia;ochodemarzo;1;9;2017-06-01;7000000;microempresarial
femenino;comercio;tienda;cabecerasancristobal;2;60;2019-03-20;8000000;microempresarial
femenino;comercio;comidasrapidas;manriquecentralno.2;3;3;2018-04-10;4000000;microempresarial
femenino;comercio;distribuidorade;castilla;3;5;2019-06-13;3000000;microempresarial
masculino;comercio;barberia;robledo;2;7;2019-01-18;8281000;microempresarial
femenino;servicio;peluqueria;cabecerasancristobal;1;60;2017-06-07;4000000;microempresarial
masculino;comercio;fabricademuebles;cabecerasancristobal;3;60;2018-06-19;4000000;microempresarial
femenino;comercio;variedades;popular;1;1;2018-11-19;3500000;microempresarial
femenino;servicio;barberia;olayaherrera;1;7;2018-02-05;6000000;microempresarial
masculino;industria;fabricade;sanjavierno.1;1;13;2018-04-24;7000000;microempresarial
femenino;comercio;almacenderopaen;kennedy;2;7;2019-02-13;5000000;microempresarial
femenino;comercio;variedades;robledo;3;7;2018-08-22;4500000;microempresarial
femenino;comercio;ventadelacteos;docedeoctubreno.1;2;6;2016-11-11;6300000;microempresarial
masculino;comercio;variedades;enciso;2;8;2019-04-25;8000000;microempresarial
femenino;comercio;variedades;playondelos;2;2;2018-10-11;6000000;microempresarial
femenino;servicio;peluqueria;santodomingosavio;2;1;2017-02-07;7300000;microempresarial
masculino;industria;fabricade;buenosaires;2;9;2018-05-08;7000000;microempresarial
femenino;industria;fabricade;buenosaires;2;9;2019-02-11;1600000;microempresarial
femenino;comercio;criaderodeanimales;belen;3;16;2017-10-24;7300000;microempresarial
femenino;servicio;peluqueria;moravia;2;4;2016-04-12;6890000;microempresarial
masculino;comercio;ventadecalzado;pedregal;3;6;2016-06-21;3500000;microempresarial
femenino;servicio;comidasrapidas;cabecerasanantonio;2;80;2016-06-16;3000000;microempresarial
masculino;industria;tienda;laflorida;2;80;2018-06-27;6800000;microempresarial
femenino;servicio;miscelanea;boston;2;10;2019-06-05;7000000;microempresarial
masculino;comercio;almacenderopaen;belen;3;16;2019-06-18;8000000;microempresarial
femenino;servicio;sembrados;boyaca;3;5;2017-02-21;22000000;juridicaycapsemilla
masculino;comercio;comidasrapidas;santacruz;2;2;2017-03-09;7377000;microempresarial
femenino;comercio;almacenderopaen;playondelos;2;2;2017-01-31;7370000;microempresarial
femenino;comercio;variedades;lasierra;1;8;2019-06-05;8000000;microempresarial
masculino;servicio;variedades;manriquecentralno.1;2;4;2018-03-09;7000000;microempresarial
masculino;comercio;ventadecalzado;aranjuez;3;4;2016-10-21;4000000;microempresarial
masculino;servicio;recreativoeducativo;castilla;3;5;2016-05-24;6400000;microempresarial
masculino;servicio;tienda;villahermosa;3;8;2019-04-22;8281000;microempresarial
masculino;industria;fabricade;aranjuez;2;4;2016-12-19;6890000;microempresarial
femenino;servicio;peluqueria;manriquecentralno.1;2;4;2017-11-23;5000000;microempresarial
femenino;comercio;variedades;belen;2;16;2019-03-21;3000000;microempresarial
femenino;industria;fabricade;gerona;3;9;2017-01-24;7377000;microempresarial
masculino;comercio;tienda;cabecerasancristobal;1;60;2016-04-08;6000000;microempresarial
masculino;comercio;comidasrapidas;santacruz;2;2;2018-05-10;7800000;microempresarial
masculino;comercio;tienda;alfonsolopez;3;5;2019-05-13;8000000;microempresarial
femenino;comercio;variedades;manriqueoriental;2;3;2018-03-23;4000000;microempresarial
femenino;comercio;tienda;manriquecentralno.1;3;4;2017-07-18;7377000;microempresarial
femenino;comercio;almacenderopaen;sanpablo;1;1;2018-02-21;3000000;microempresarial
femenino;comercio;comidasrapidas;laavanzada;1;1;2018-10-31;1000000;microempresarial
femenino;comercio;tienda;cabecerasancristobal;1;60;2018-09-14;3000000;microempresarial
femenino;servicio;restaurante;sanjavierno.1;3;13;2017-03-22;7370000;microempresarial
femenino;servicio;tienda;sucre;1;8;2016-07-27;6000000;microempresarial
femenino;comercio;granero;hectorabadgomez;2;5;2019-04-05;4000000;microempresarial
femenino;comercio;comidasrapidas;aranjuez;3;4;2018-07-09;7800000;microempresarial
masculino;industria;fabricadecalzado;eduardosantos;2;10;2019-04-10;8200000;microempresarial
masculino;comercio;tienda;castilla;3;5;2018-02-14;7800000;microempresarial
femenino;industria;fabricade;sanjavierno.1;1;13;2017-07-13;6000000;microempresarial
femenino;servicio;peluqueria;robledo;3;7;2017-05-26;6000000;microempresarial
femenino;servicio;ebanistaria;belen;3;16;2018-05-09;8250000;microempresarial
masculino;comercio;miscelanea;castilla;3;5;2016-09-08;6890000;microempresarial
masculino;servicio;variedades;sanjavierno.1;2;13;2018-05-30;7800000;microempresarial
femenino;comercio;papeleria;rosales;2;16;2017-05-09;7370000;microempresarial
masculino;comercio;variedades;laspalmas;2;10;2017-11-17;4000000;microempresarial
masculino;comercio;variedades;villahermosa;3;8;2016-09-15;4000000;microempresarial
masculino;comercio;charcuteria;manriquecentralno.2;1;3;2017-12-28;7000000;microempresarial
masculino;industria;fabricade;lafloresta;3;12;2016-06-17;6890000;microempresarial
femenino;comercio;tienda;santodomingosavio;1;1;2018-12-04;3000000;microempresarial
femenino;comercio;almacenderopaen;belen;3;16;2016-09-26;6890000;microempresarial
femenino;comercio;ventaderepuestos;campovaldesno.1;3;4;2016-02-20;6890000;microempresarial
masculino;comercio;mantenimientoen;docedeoctubreno.1;2;6;2017-10-18;7370000;microempresarial
femenino;comercio;distribuidorade;florencia;3;5;2016-08-12;6890000;microempresarial
masculino;servicio;comidasrapidas;manriquecentralno.1;3;4;2019-05-22;8000000;microempresarial
masculino;servicio;mantenimientoen;picachito;1;6;2018-05-07;7000000;microempresarial
femenino;comercio;miscelanea;santacruz;2;4;2019-02-08;8281000;microempresarial
masculino;comercio;almacenderopaen;santalucia;3;12;2017-10-12;7377170;microempresarial
femenino;servicio;comidasrapidas;robledo;2;7;2018-03-09;2000000;microempresarial
masculino;comercio;servicios;pedregal;3;6;2018-07-06;2000000;microempresarial
masculino;comercio;variedades;enciso;3;8;2018-03-20;1000000;microempresarial
femenino;industria;comidasrapidas;moravia;2;4;2017-02-24;7377000;microempresarial
masculino;servicio;variedades;santarosadelima;3;13;2018-09-10;1000000;microempresarial
masculino;comercio;cafeteria;santateresita;2;12;2018-05-04;3500000;microempresarial
femenino;servicio;tallerdemecanica;enciso;1;8;2018-06-22;6000000;microempresarial
femenino;industria;fabricade;robledo;2;7;2018-03-09;600000;microempresarial
femenino;comercio;fabricadealimentos;robledo;2;7;2016-10-18;4000000;microempresarial
masculino;comercio;cerrajeria;juanxxiiilaquiebra;1;13;2019-05-22;8000000;microempresarial
masculino;comercio;papeleria;robledo;1;7;2018-01-19;7000000;microempresarial
femenino;comercio;variedades;villatina;1;8;2016-03-14;2500000;microempresarial
masculino;industria;fabricade;manriquecentralno.2;1;3;2016-03-17;6000000;microempresarial
femenino;servicio;fabricade;popular;1;1;2016-10-19;5000000;microempresarial
femenino;comercio;distribuidorade;prado;3;10;2017-02-13;7300000;microempresarial
femenino;comercio;montallantas;playondelos;1;2;2018-11-27;7800000;microempresarial
femenino;comercio;tienda;cabecerasancristobal;1;60;2018-09-20;7800000;microempresarial
femenino;industria;fabricade;picacho;2;6;2017-11-02;7000000;microempresarial
masculino;comercio;variedades;castilla;3;5;2018-02-22;5000000;microempresarial
femenino;servicio;tienda;santacruz;2;2;2018-03-23;7000000;microempresarial
femenino;comercio;almacenderopaen;castilla;3;5;2017-09-13;7370000;microempresarial
masculino;servicio;restaurante;olayaherrera;1;7;2017-09-29;7377000;microempresarial
masculino;servicio;comidasrapidas;aranjuez;2;4;2017-09-19;7300000;microempresarial
femenino;industria;lenceriaparael;cabecerasanantonio;3;80;2016-12-01;6800000;microempresarial
masculino;agropecuaria;comidasrapidas;barriocaicedo;2;9;2017-09-06;7300000;microempresarial
masculino;comercio;papeleria;campovaldesno.1;2;4;2016-04-29;3000000;microempresarial
femenino;servicio;peluqueria;vrda.sancristobal;1;60;2016-02-01;2500000;microempresarial
femenino;industria;fabricade;manriquecentralno.1;3;4;2017-11-02;7300000;microempresarial
femenino;industria;fabricadecalzado;santodomingosavio;1;16;2018-10-25;5000000;microempresarial
masculino;industria;fabricadeceramica;villadelsocorro;2;2;2016-10-05;5000000;microempresarial
femenino;comercio;legumbreria;santodomingosavio;1;1;2018-05-29;4000000;microempresarial
femenino;agropecuaria;criaderodeanimales;santodomingosavio;1;1;2017-06-28;6000000;microempresarial
masculino;comercio;variedades;prado;3;10;2018-02-05;3000000;microempresarial
masculino;comercio;comidasrapidas;buenosaires;2;9;2017-07-13;2000000;microempresarial
femenino;comercio;variedades;cabecerasanantonio;3;80;2017-11-27;7300000;microempresarial
femenino;comercio;miscelanea;manriquecentralno.2;2;3;2019-01-25;7000000;microempresarial
femenino;comercio;variedades;boston;2;10;2017-08-15;7370000;microempresarial
masculino;servicio;barberia;manriquecentralno.2;2;3;2017-07-17;7370000;microempresarial
femenino;servicio;peluqueria;buenosaires;3;9;2018-04-06;7800000;microempresarial
femenino;industria;fabricade;popular;1;1;2017-11-23;7300000;microempresarial
femenino;comercio;variedades;villatina;1;8;2018-06-12;2500000;microempresarial
femenino;servicio;mantenimientoen;popular;2;1;2016-12-20;6800000;microempresarial
masculino;servicio;cafeeinternet;docedeoctubreno.1;2;6;2018-10-31;3750000;microempresarial
femenino;comercio;comidasrapidas;belen;3;16;2018-05-25;5000000;microempresarial
femenino;servicio;publicidady;lamilagrosa;3;9;2018-07-10;3000000;microempresarial
masculino;industria;fabricadeceramica;popular;1;1;2018-05-22;7812000;microempresarial
femenino;industria;fabricade;andalucia;2;2;2018-07-06;5000000;microempresarial
femenino;servicio;mantenimientoen;campovaldesno.1;3;4;2018-11-02;5000000;microempresarial
femenino;comercio;comidasrapidas;lafloresta;3;12;2019-05-06;7500000;microempresarial
femenino;servicio;peluqueria;lamilagrosa;3;9;2017-03-09;7377000;microempresarial
femenino;comercio;fabricadecalzado;buenosaires;3;9;2018-09-12;7800000;microempresarial
femenino;comercio;almacenderopaen;tricentenario;3;5;2017-02-01;7377000;microempresarial
masculino;servicio;barberia;picachito;1;6;2017-03-03;7000000;microempresarial
femenino;servicio;peluqueria;manriquecentralno.2;2;3;2018-05-25;7800000;microempresarial
masculino;comercio;tienda;buenosaires;3;9;2016-10-12;5000000;microempresarial
femenino;comercio;variedades;robledo;2;7;2018-03-06;3400000;microempresarial
femenino;comercio;almacenderopaen;sanjavierno.1;1;13;2017-10-09;4000000;microempresarial
masculino;comercio;variedades;barriocaicedo;2;9;2017-10-06;6000000;microempresarial
masculino;comercio;comidasrapidas;sanjavierno.1;1;13;2018-10-31;7800000;microempresarial
masculino;comercio;variedades;campovaldesno.1;2;4;2016-02-23;2000000;microempresarial
femenino;servicio;tienda;calasanz;3;13;2018-07-16;7800000;microempresarial
masculino;comercio;tienda;sanjavierno.1;1;13;2018-12-06;5000000;microempresarial
masculino;comercio;variedades;aranjuez;3;4;2016-03-11;6890000;microempresarial
masculino;industria;fabricade;buenosaires;2;9;2018-08-14;7800000;microempresarial
femenino;industria;fabricade;moravia;2;4;2017-12-26;5000000;microempresarial
masculino;servicio;recreativoeducativo;belen;3;16;2017-12-06;7300000;microempresarial
masculino;comercio;granero;sanjavierno.1;2;13;2019-06-25;8280000;microempresarial
femenino;comercio;variedades;belen;3;16;2016-10-12;5000000;microempresarial
femenino;comercio;comidasrapidas;castilla;2;5;2018-03-16;2000000;microempresarial
masculino;comercio;peluqueria;cabecerasancristobal;2;60;2018-01-17;7500000;microempresarial
femenino;servicio;barberia;picachito;1;6;2017-02-23;7377000;microempresarial
femenino;comercio;tienda;elsalvador;2;9;2017-10-23;5000000;microempresarial
femenino;comercio;tienda;manriqueoriental;2;3;2018-04-03;7800000;microempresarial
masculino;servicio;mantenimientoen;lamilagrosa;3;9;2019-03-05;8000000;microempresarial
femenino;servicio;peluqueria;moravia;2;4;2018-03-02;3000000;microempresarial
femenino;servicio;publicidady;robledo;2;7;2017-09-01;7377000;microempresarial
femenino;comercio;cafeteria;manriqueoriental;1;3;2018-05-07;3000000;microempresarial
femenino;comercio;tienda;lafloresta;2;12;2016-04-11;4136000;microempresarial
femenino;industria;fabricadecalzado;robledo;2;7;2017-11-21;6000000;microempresarial
femenino;servicio;variedades;barriocolombia;3;14;2017-02-23;7370000;microempresarial
femenino;industria;fabricade;manriquecentralno.1;1;4;2017-06-16;63000000;microempresarial
femenino;industria;fabricade;buenosaires;2;9;2017-03-08;7000000;microempresarial
masculino;comercio;variedades;santodomingosavio;2;1;2017-07-14;7000000;microempresarial
femenino;comercio;legumbreria;picacho;1;6;2017-09-20;7377000;microempresarial
femenino;industria;fabricadearepas;campovaldesno.1;3;4;2018-01-24;7300000;microempresarial
masculino;comercio;tienda;robledo;1;7;2016-09-12;6894000;microempresarial
masculino;comercio;tienda;campovaldesno.1;2;4;2019-02-19;7800000;microempresarial
femenino;comercio;legumbreria;girardot;3;5;2018-08-03;7800000;microempresarial
femenino;industria;fabricademuebles;altavista;2;16;2018-12-13;7800000;microempresarial
masculino;servicio;mantenimientoen;buenosaires;3;9;2016-09-29;5000000;microempresarial
femenino;servicio;comidasrapidas;manriquecentralno.2;2;3;2016-08-22;3000000;microempresarial
femenino;comercio;variedades;sanjavierno.1;1;13;2017-09-20;2000000;microempresarial
femenino;servicio;publicidady;elsocorro;1;13;2018-12-28;6000000;microempresarial
masculino;servicio;productosdebelleza;alfonsolopez;2;5;2018-05-24;7000000;microempresarial
femenino;servicio;peluqueria;belen;2;9;2017-05-26;60000000;microempresarial
femenino;comercio;comidasrapidas;llanaditas;1;8;2017-03-23;5000000;microempresarial
femenino;servicio;peluqueria;cabecerasanantonio;2;80;2018-07-16;7800000;microempresarial
femenino;comercio;tienda;manriquecentralno.2;3;3;2017-08-04;7000000;microempresarial
femenino;industria;fabricade;docedeoctubreno.1;1;6;2017-05-10;5000000;microempresarial
masculino;industria;bares;florencia;3;5;2018-02-28;19000000;empresarialed
femenino;comercio;variedades;lafloresta;3;12;2016-03-02;4500000;microempresarial
masculino;servicio;barberia;sanjosedelacimano.;1;3;2018-02-16;6200000;microempresarial
femenino;servicio;restaurante;robledo;2;7;2019-04-25;6000000;microempresarial
femenino;industria;fabricade;sanjavierno.1;1;13;2017-05-04;7000000;microempresarial
femenino;comercio;variedades;granizal;2;1;2018-09-10;1500000;microempresarial
femenino;industria;fabricade;jardinbotanico;1;4;2018-05-31;5000000;microempresarial
femenino;comercio;panaderia;bombonano.1;3;10;2016-09-30;6800000;microempresarial
masculino;comercio;tienda;santodomingosavio;1;1;2018-12-05;6000000;microempresarial
masculino;servicio;tallerdemecanica;cabecerasancristobal;2;60;2019-05-22;8000000;microempresarial
femenino;comercio;variedades;antonionariño;3;13;2018-05-04;780000;microempresarial
femenino;industria;fabricade;belalcazar;2;5;2016-11-01;6890000;microempresarial
femenino;agropecuaria;criaderodeanimales;manriquecentralno.2;1;3;2018-07-19;7812000;microempresarial
femenino;comercio;variedades;robledo;2;7;2017-03-29;3000000;microempresarial
femenino;comercio;comidasrapidas;buenosaires;1;9;2019-05-24;8200000;microempresarial
masculino;servicio;recreativoeducativo;santacruz;3;2;2018-02-14;7800000;microempresarial
femenino;comercio;variedades;popular;2;1;2016-01-19;5000000;microempresarial
femenino;servicio;peluqueria;elsalvador;3;9;2018-06-15;7000000;microempresarial
femenino;comercio;variedades;sanjavierno.1;3;13;2017-02-22;6890000;microempresarial
femenino;industria;fabricade;loreto;2;9;2018-05-02;3000000;microempresarial
femenino;comercio;papeleria;castilla;3;5;2019-01-30;4000000;microempresarial
femenino;comercio;fabricade;bellohorizonte;1;7;2017-02-23;4000000;microempresarial
femenino;comercio;distribuidorade;aranjuez;3;4;2017-06-30;7300000;microempresarial
femenino;comercio;cerrajeria;robledo;2;7;2017-09-18;5800000;microempresarial
masculino;agropecuaria;criaderodeanimales;cabecerasancristobal;2;60;2017-11-20;14000000;microempresarial
masculino;industria;fabricade;florencia;3;5;2017-09-13;4000000;microempresarial
femenino;comercio;tienda;popular;1;9;2017-08-25;3150000;microempresarial
femenino;industria;fabricade;belen;2;16;2018-08-08;7800000;microempresarial
femenino;comercio;variedades;manriquecentralno.1;2;4;2017-11-07;7377000;microempresarial
femenino;industria;fabricade;robledo;1;7;2018-04-27;7000000;microempresarial
masculino;servicio;organizacióny;belen;3;16;2016-07-14;68900000;microempresarial
femenino;industria;carpinteria;aranjuez;2;4;2018-05-15;7800000;microempresarial
femenino;industria;fabricade;sucre;3;8;2018-07-12;5000000;microempresarial
femenino;comercio;tiendanaturista;campovaldesno.1;3;4;2018-05-28;7800000;microempresarial
masculino;comercio;tienda;lopezdemesa;3;7;2018-07-24;1500000;microempresarial
masculino;comercio;tienda;guayabal;2;15;2018-09-05;7800000;microempresarial
femenino;comercio;almacenderopaen;boston;3;10;2017-08-15;7370000;microempresarial
masculino;servicio;recreativoeducativo;guayabal;3;15;2016-10-28;2000000;microempresarial
femenino;comercio;almacenderopaen;manriqueoriental;2;3;2017-07-19;6000000;microempresarial
masculino;servicio;peluqueria;sanpablo;2;1;2018-01-12;7800000;microempresarial
masculino;servicio;tallerdeelectronica;lopezdemesa;3;7;2018-11-16;3000000;microempresarial
femenino;servicio;lavanderia;cabecerasancristobal;1;60;2017-03-07;4000000;microempresarial
femenino;comercio;fabricadehelados;santodomingosavio;2;1;2017-03-07;7377000;microempresarial
femenino;comercio;comidasrapidas;santander;2;6;2018-10-30;7800000;microempresarial
femenino;comercio;variedades;sanjavierno.1;3;13;2016-07-05;6000000;microempresarial
femenino;industria;fabricade;belen;3;16;2018-09-03;5500000;microempresarial
masculino;industria;fabricadecalzado;granizal;3;1;2017-04-07;5000000;microempresarial
femenino;comercio;variedades;lafloresta;3;12;2016-10-11;6890000;microempresarial
femenino;servicio;fumigacion;enciso;1;8;2016-11-28;6890000;microempresarial
masculino;comercio;fabricademuebles;robledo;2;7;2017-09-20;7370000;microempresarial
femenino;comercio;gimnasio;popular;2;1;2017-04-18;2000000;microempresarial
femenino;industria;fabricade;auresno.2;2;7;2017-05-22;1500000;microempresarial
masculino;servicio;peluqueria;belen;2;16;2017-02-27;5000000;microempresarial
masculino;comercio;comidasrapidas;sanjavierno.1;2;13;2016-01-20;6800000;microempresarial
femenino;comercio;productosdebelleza;picachito;1;6;2019-03-18;8200000;microempresarial
femenino;comercio;tallerdemecanica;picacho;1;6;2017-03-29;6000000;microempresarial
femenino;industria;fabricade;campovaldesno.1;3;4;2016-04-11;6600000;microempresarial
masculino;servicio;mantenimientoen;enciso;1;8;2018-12-13;5000000;microempresarial
masculino;industria;fabricade;manriquecentralno.2;3;3;2017-11-03;5000000;microempresarial
femenino;comercio;peluqueria;robledo;2;7;2017-05-11;7377000;microempresarial
femenino;servicio;variedades;andalucia;2;2;2017-04-20;6000000;microempresarial
femenino;servicio;productosdebelleza;trinidad;3;15;2017-11-21;27000000;empresarialed
masculino;comercio;reciclaje;sanjavierno.1;1;13;2018-10-31;7800000;microempresarial
masculino;servicio;cafeeinternet;aguasfrias;1;70;2017-08-30;7;microempresarial
femenino;comercio;tienda;manriqueoriental;2;3;2016-10-14;6890000;microempresarial
femenino;comercio;variedades;robledo;2;7;2017-03-28;7377000;microempresarial
masculino;comercio;tienda;villatina;1;9;2018-05-28;7800000;microempresarial
femenino;servicio;criaderodeanimales;castilla;3;5;2018-10-25;7800000;microempresarial
femenino;comercio;variedades;robledo;2;7;2018-10-11;4000000;microempresarial
femenino;comercio;ferreteria;buenosaires;2;9;2016-07-07;6800000;microempresarial
femenino;servicio;peluqueria;robledo;2;7;2017-12-19;6000000;microempresarial
masculino;industria;tallerdeelectronica;buenosaires;2;9;2018-02-14;7000000;microempresarial
femenino;comercio;tienda;santacruz;2;2;2018-05-10;7800000;microempresarial
femenino;industria;fabricade;cabecerasancristobal;3;60;2017-08-22;7370000;microempresarial
femenino;industria;fabricade;sanjavierno.1;2;13;2018-02-23;7800000;microempresarial
masculino;servicio;tienda;popular;1;1;2016-10-14;2000000;microempresarial
femenino;comercio;comidasrapidas;belencito;1;13;2018-08-10;7800000;microempresarial
masculino;comercio;fabricadealimentos;enciso;2;8;2018-02-06;7800000;microempresarial
femenino;comercio;tienda;versallesno.2;1;3;2018-06-20;2000000;microempresarial
masculino;comercio;variedades;manriquecentralno.1;2;4;2018-05-04;7800000;microempresarial
femenino;servicio;peluqueria;bombonano.1;3;10;2018-10-18;7000000;microempresarial
masculino;comercio;comidasrapidas;sanjavierno.1;1;13;2017-09-22;6000000;microempresarial
femenino;industria;fabricadecalzado;barriocaicedo;2;9;2016-04-07;6700000;microempresarial
femenino;comercio;fabricade;popular;1;1;2017-05-05;7000000;microempresarial
femenino;servicio;mantenimientoen;docedeoctubreno.1;1;6;2017-10-19;7377000;microempresarial
femenino;comercio;almacenderopaen;caribe;3;5;2019-02-27;8281000;microempresarial
masculino;comercio;variedades;manriqueoriental;2;3;2017-12-05;7300000;microempresarial
femenino;comercio;peluqueria;aranjuez;2;4;2018-07-09;5000000;microempresarial
masculino;comercio;ventadecalzado;villanueva;3;10;2016-09-23;689000;microempresarial
masculino;comercio;charcuteria;campovaldesno.1;3;4;2016-11-16;6890000;microempresarial
masculino;servicio;barberia;docedeoctubreno.1;2;6;2016-10-18;4500000;microempresarial
femenino;agropecuaria;marroquineria;manriqueoriental;2;3;2017-01-24;6000000;microempresarial
femenino;comercio;comidasrapidas;manriquecentralno.1;2;4;2018-08-17;6000000;microempresarial
masculino;comercio;tallerdeelectronica;campovaldesno.1;3;4;2017-02-16;7377000;microempresarial
femenino;industria;fabricade;santacruz;2;2;2016-02-18;6000000;microempresarial
masculino;comercio;variedades;aranjuez;3;4;2016-12-14;6890000;microempresarial
femenino;comercio;comidasrapidas;robledo;2;7;2018-05-25;6000000;microempresarial
femenino;comercio;tiendadehelados;trinidad;2;15;2018-04-04;6000000;microempresarial
femenino;comercio;tienda;altavista;2;16;2018-06-22;4000000;microempresarial
femenino;comercio;miscelanea;docedeoctubreno.1;2;6;2017-08-29;5000000;microempresarial
femenino;industria;fabricade;lamilagrosa;3;9;2016-11-23;4500000;microempresarial
femenino;comercio;comidasrapidas;villaniza;2;2;2018-08-14;5000000;microempresarial
femenino;comercio;tienda;docedeoctubreno.1;2;6;2016-09-29;5000000;microempresarial
femenino;comercio;variedades;manriquecentralno.2;3;3;2018-06-15;1500000;microempresarial
masculino;servicio;variedades;castilla;3;5;2016-12-02;6890000;microempresarial
masculino;comercio;restaurante;franciscoantoniozea;2;5;2017-08-22;28000000;empresarialed
femenino;servicio;cafeeinternet;robledo;1;7;2018-02-20;4000000;microempresarial
femenino;comercio;papeleria;manriqueoriental;2;3;2018-10-31;5000000;microempresarial
masculino;comercio;drogueria;santodomingosavio;1;1;2016-07-07;6000000;microempresarial
femenino;industria;fabricadecalzado;laspalmas;3;10;2019-01-09;8200000;microempresarial
femenino;industria;fabricade;manriqueoriental;3;3;2017-06-06;5000000;microempresarial
masculino;servicio;lavanderia;villaniza;2;2;2017-11-23;7300000;microempresarial
masculino;comercio;comidasrapidas;belen;3;16;2017-05-15;7300000;microempresarial
femenino;industria;fabricade;buenosaires;3;9;2016-09-02;6890000;microempresarial
femenino;comercio;tienda;buenosaires;2;9;2017-12-11;4400000;microempresarial
femenino;comercio;restaurante;enciso;1;8;2018-05-07;1500000;microempresarial
femenino;agropecuaria;criaderodeanimales;lapradera;1;13;2016-10-11;4000000;microempresarial
masculino;servicio;mantenimientoen;belen;3;16;2018-09-10;7800000;microempresarial
masculino;servicio;publicidady;toscana;3;5;2017-06-08;7377000;microempresarial
femenino;comercio;restaurante;barriocaicedo;1;9;2018-10-25;7800000;microempresarial
masculino;comercio;tienda;yarumalito;2;80;2017-09-29;6000000;microempresarial
masculino;comercio;variedades;manriquecentralno.1;2;4;2018-04-27;2300000;microempresarial
femenino;comercio;ventade;kennedy;2;8;2016-04-21;6890000;microempresarial
femenino;industria;fabricade;florencia;3;5;2017-05-10;5000000;microempresarial
masculino;comercio;variedades;kennedy;2;6;2016-11-17;6800000;microempresarial
masculino;servicio;cafeeinternet;enciso;2;8;2016-07-01;4500000;microempresarial
femenino;comercio;comidasrapidas;robledo;2;7;2018-07-12;2300000;microempresarial
masculino;industria;fabricade;villahermosa;3;8;2017-03-30;7377000;microempresarial
femenino;comercio;variedades;buenosaires;3;9;2016-10-19;5000000;microempresarial
femenino;industria;fabricade;pedregal;3;6;2018-11-20;5000000;microempresarial
femenino;comercio;variedades;prado;3;10;2019-04-01;5000000;microempresarial
masculino;comercio;comidasrapidas;aranjuez;2;4;2017-03-03;4000000;microempresarial
femenino;comercio;variedades;sanjavierno.1;2;13;2017-01-13;6890000;microempresarial
masculino;comercio;variedades;cabecerasancristobal;1;60;2018-04-25;7800000;microempresarial
masculino;comercio;variedades;villadelsocorro;2;2;2018-08-14;7800000;microempresarial
femenino;industria;fabricade;villadelsocorro;2;2;2018-07-24;7800000;microempresarial
femenino;industria;fabricade;20dejulio;1;13;2018-02-13;7800000;microempresarial
femenino;comercio;drogueria;moravia;2;4;2017-03-21;7300000;microempresarial
masculino;comercio;tienda;buenosaires;2;9;2018-05-03;1700000;microempresarial
masculino;comercio;ferreteria;buenosaires;3;9;2016-10-28;4000000;microempresarial
femenino;comercio;tienda;barriocaicedo;1;9;2017-09-11;2000000;microempresarial
femenino;industria;fabricade;elsalvador;3;9;2019-01-21;4000000;microempresarial
masculino;servicio;tiendanaturista;pablovi;2;2;2017-04-06;5000000;microempresarial
masculino;industria;fabricade;20dejulio;1;13;2018-10-24;7800000;microempresarial
femenino;industria;fabricade;popular;1;1;2018-10-18;7800000;microempresarial
femenino;servicio;comidasrapidas;santodomingosavio;1;1;2017-08-25;7300000;microempresarial
femenino;agropecuaria;sembrados;santaelenacentral;2;90;2016-03-11;6500000;microempresarial
femenino;comercio;variedades;blanquizal;1;13;2018-07-25;3000000;microempresarial
femenino;industria;fabricade;manriquecentralno.1;2;4;2016-09-28;6000000;microempresarial
