sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
masculino;servicio;productosdebelleza;popular;2;1;2018-11-02;7800000;microempresarial
masculino;industria;fabricade;santodomingosavio;1;1;2017-05-12;7377000;microempresarial
femenino;comercio;variedades;belencito;1;13;2016-03-04;6000000;microempresarial
femenino;comercio;almacenderopaen;popular;2;1;2018-04-03;16720000;microempresarial
femenino;industria;ventadecalzado;aranjuez;2;4;2017-04-03;7000000;microempresarial
femenino;comercio;variedades;centroadmtivo;3;10;2018-01-25;3500000;microempresarial
femenino;comercio;comidasrapidas;barriocaicedo;1;9;2018-07-27;1200000;microempresarial
masculino;industria;ventaderepuestos;cabecerasanantonio;3;80;2017-07-04;700000;microempresarial
masculino;comercio;variedades;tricentenario;2;5;2018-07-03;2000000;microempresarial
femenino;comercio;almacenderopaen;santacruz;2;80;2017-06-06;6000000;microempresarial
femenino;comercio;almacenderopaen;santodomingosavio;1;1;2017-08-31;6000000;microempresarial
masculino;industria;fabricade;cabecerasancristobal;2;60;2017-02-23;3500000;microempresarial
femenino;comercio;fabricadeproductos;pedregal;3;6;2016-08-03;6890000;microempresarial
femenino;industria;fabricade;pajarito;2;7;2018-11-15;2000000;microempresarial
masculino;comercio;variedades;lamilagrosa;2;9;2018-06-12;7300000;microempresarial
femenino;servicio;peluqueria;santaines;1;3;2018-04-27;4000000;microempresarial
femenino;comercio;tienda;cabecerasanantonio;2;80;2017-06-14;2000000;microempresarial
femenino;comercio;almacenderopaen;lafrancia;2;2;2018-01-22;7800000;microempresarial
femenino;comercio;ferreteria;santacruz;2;2;2017-08-04;5000000;microempresarial
femenino;industria;fabricade;manriquecentralno.2;1;3;2016-09-13;6890000;microempresarial
masculino;servicio;barberia;manriquecentralno.1;3;4;2018-05-11;7800000;microempresarial
femenino;industria;fabricade;robledo;2;7;2016-09-09;6000000;microempresarial
femenino;comercio;tienda;aranjuez;2;4;2017-10-31;7377000;microempresarial
masculino;servicio;fabricadejuegos;popular;1;1;2016-11-17;6890000;microempresarial
femenino;comercio;comidasrapidas;manriqueoriental;3;3;2017-03-06;6000000;microempresarial
femenino;comercio;variedades;manriquecentralno.1;2;4;2016-09-09;6900000;microempresarial
femenino;industria;fabricade;santander;2;6;2017-07-04;7300000;microempresarial
femenino;servicio;restaurante;popular;2;1;2016-09-05;6890000;microempresarial
femenino;comercio;marroquineria;franciscoantoniozea;3;5;2017-03-17;6000000;microempresarial
femenino;comercio;comidasrapidas;manriquecentralno.1;3;4;2017-11-23;7370000;microempresarial
femenino;comercio;variedades;castilla;3;5;2017-06-02;3000000;microempresarial
femenino;comercio;comidasrapidas;docedeoctubreno.1;2;6;2018-01-29;2000000;microempresarial
femenino;comercio;tienda;popular;2;1;2016-11-03;6890000;microempresarial
masculino;industria;fabricadecalzado;castilla;3;5;2018-08-10;7800000;microempresarial
femenino;servicio;peluqueria;santacruz;2;2;2018-11-22;7800000;microempresarial
masculino;comercio;fabricadealimentos;manriqueoriental;2;3;2019-02-13;8000000;microempresarial
femenino;servicio;variedades;buenosaires;2;9;2018-11-23;7000000;microempresarial
femenino;servicio;tienda;lafrancia;2;2;2017-09-04;5000000;microempresarial
femenino;comercio;almacenderopaen;olayaherrera;1;7;2016-03-08;6000000;microempresarial
femenino;comercio;licorera;robledo;2;7;2017-11-21;7000000;microempresarial
femenino;servicio;peluqueria;santafe;3;15;2018-03-22;5000000;microempresarial
masculino;comercio;ferreteria;cabecerasanantonio;2;80;2017-05-30;7370000;microempresarial
femenino;comercio;productosdebelleza;robledo;2;7;2018-06-05;6000000;microempresarial
femenino;comercio;variedades;buenosaires;3;9;2018-11-06;3000000;microempresarial
masculino;comercio;fabricadehelados;altavista;2;16;2017-09-28;5000000;microempresarial
femenino;industria;fabricade;manriquecentralno.2;2;3;2016-05-11;6000000;microempresarial
femenino;servicio;peluqueria;cabecerasanantonio;3;80;2016-06-01;3500000;microempresarial
masculino;industria;depositode;villahermosa;2;8;2018-05-10;7500000;microempresarial
masculino;comercio;variedades;enciso;1;8;2018-06-14;3000000;microempresarial
femenino;servicio;peluqueria;sanjavierno.1;2;13;2018-11-09;5000000;microempresarial
femenino;industria;fabricade;santacruz;2;2;2016-09-14;6000000;microempresarial
femenino;comercio;almacenderopaen;lamilagrosa;3;9;2018-05-08;5000000;microempresarial
femenino;comercio;comidasrapidas;moravia;2;4;2018-06-12;2000000;microempresarial
masculino;comercio;lavaderode;palermo;2;4;2018-04-23;5000000;microempresarial
femenino;servicio;publicidady;manriquecentralno.2;2;3;2016-11-10;6890000;microempresarial
masculino;comercio;montallantas;aranjuez;2;4;2017-08-18;7377000;microempresarial
femenino;comercio;tienda;cabecerasanantonio;2;80;2016-07-12;5000000;microempresarial
femenino;comercio;tienda;manriquecentralno.1;2;4;2018-08-01;5000000;microempresarial
femenino;comercio;variedades;campovaldesno.1;3;4;2018-08-16;7500000;microempresarial
femenino;comercio;ventadecalzado;cabecerasanantonio;2;80;2017-01-31;7377000;microempresarial
femenino;servicio;comidasrapidas;sanjavierno.1;2;13;2016-10-11;5000000;microempresarial
femenino;comercio;almacenderopaen;enciso;2;8;2018-10-03;6000000;microempresarial
femenino;comercio;comidasrapidas;manriquecentralno.2;2;3;2018-09-17;4000000;microempresarial
femenino;comercio;marqueteria;cristorey;3;15;2017-06-13;7377000;microempresarial
femenino;comercio;variedades;playondelos;1;2;2018-07-09;7800000;microempresarial
femenino;comercio;comidasrapidas;robledo;2;7;2017-10-12;7300000;microempresarial
masculino;comercio;billares;villatina;2;8;2017-06-22;2000000;microempresarial
masculino;comercio;panaderia;castilla;3;5;2017-11-23;7300000;microempresarial
femenino;servicio;restaurante;lasvioletas;2;16;2019-05-14;7000000;microempresarial
masculino;comercio;comidasrapidas;lamilagrosa;2;9;2018-04-23;3500000;microempresarial
masculino;servicio;variedades;andalucia;2;2;2017-02-13;7300000;microempresarial
masculino;servicio;billares;buenosaires;3;9;2018-08-15;7800000;microempresarial
femenino;comercio;variedades;sanjavierno.1;2;13;2018-02-23;6000000;microempresarial
masculino;agropecuaria;fabricadealimentos;robledo;3;7;2017-02-03;7377000;microempresarial
masculino;servicio;restaurante;franciscoantoniozea;3;5;2017-10-12;7370000;microempresarial
femenino;comercio;tienda;pedregal;1;6;2017-04-07;4000000;microempresarial
masculino;servicio;comidasrapidas;belencito;3;13;2017-07-06;7370000;microempresarial
masculino;comercio;barberia;sanantonio;3;8;2018-02-14;7800000;microempresarial
femenino;industria;fabricade;belen;3;16;2017-06-29;6000000;microempresarial
masculino;industria;variedades;20dejulio;1;13;2016-12-30;6890000;microempresarial
masculino;comercio;comidasrapidas;granizal;2;1;2017-03-31;2700000;microempresarial
femenino;comercio;comidasrapidas;santodomingosavio;1;1;2017-08-31;2200000;microempresarial
femenino;comercio;productosdebelleza;enciso;1;8;2018-10-25;6000000;microempresarial
femenino;servicio;barberia;buenosaires;3;9;2017-02-09;7377000;microempresarial
femenino;industria;fabricade;boston;2;10;2017-07-05;7300000;microempresarial
masculino;comercio;almacenderopaen;lamilagrosa;3;9;2018-11-02;7800000;microempresarial
femenino;comercio;tienda;cabecerasanantonio;2;80;2018-04-26;5000000;microempresarial
femenino;comercio;almacenderopaen;sanjavierno.1;2;13;2017-05-08;7300000;microempresarial
femenino;comercio;comidasrapidas;cabecerasancristobal;1;60;2019-03-18;4000000;microempresarial
masculino;servicio;restaurante;santaelenacentral;3;90;2016-03-29;2000000;microempresarial
masculino;industria;variedades;manriquecentralno.1;2;4;2018-03-15;4000000;microempresarial
masculino;comercio;comidasrapidas;robledo;2;7;2017-03-21;7370000;microempresarial
femenino;servicio;peluqueria;cabecerasanantonio;2;80;2019-03-21;8000000;microempresarial
femenino;comercio;almacenderopaen;olayaherrera;1;7;2018-04-24;4600000;microempresarial
femenino;industria;fabricade;belen;2;16;2016-05-31;6890000;microempresarial
femenino;comercio;almacenderopaen;aranjuez;2;4;2016-07-13;6890000;microempresarial
femenino;comercio;papeleria;sangerman;2;7;2016-07-14;6300000;microempresarial
masculino;servicio;recreativoeducativo;aranjuez;3;4;2016-08-05;6000000;microempresarial
femenino;comercio;variedades;robledo;3;7;2016-06-08;4000000;microempresarial
femenino;comercio;variedades;sanpablo;2;1;2018-03-01;3000000;microempresarial
femenino;comercio;distribuidorade;enciso;2;8;2019-01-09;6000000;microempresarial
femenino;servicio;cafeteria;carpinelo;1;1;2018-04-24;7000000;microempresarial
masculino;industria;fabricade;docedeoctubreno.1;2;6;2016-08-08;6800000;microempresarial
femenino;comercio;tienda;villatina;1;8;2018-02-06;7000000;microempresarial
femenino;industria;fabricade;buenosaires;3;9;2017-11-02;4700000;microempresarial
femenino;industria;fabricade;enciso;2;8;2018-10-25;3000000;microempresarial
femenino;comercio;variedades;sanpablo;1;1;2018-11-01;7000000;microempresarial
masculino;servicio;tienda;docedeoctubreno.1;2;6;2017-08-16;7370000;microempresarial
femenino;servicio;peluqueria;laavanzada;1;1;2017-03-23;7300000;microempresarial
femenino;servicio;peluqueria;campovaldesno.1;2;4;2018-07-05;7800000;microempresarial
femenino;comercio;variedades;manriqueoriental;1;3;2017-07-12;7300000;microempresarial
femenino;comercio;variedades;trinidad;3;15;2018-06-01;4500000;microempresarial
femenino;industria;fabricade;belencito;2;13;2018-02-08;7370000;microempresarial
femenino;servicio;peluqueria;docedeoctubreno.1;2;6;2019-02-04;7000000;microempresarial
masculino;comercio;granero;granizal;2;1;2017-07-27;5000000;microempresarial
femenino;servicio;peluqueria;santacruz;2;2;2018-09-12;6000000;microempresarial
femenino;comercio;variedades;buenosaires;3;9;2017-10-10;3000000;microempresarial
masculino;industria;organizacióny;buenosaires;3;9;2016-11-29;5000000;microempresarial
masculino;servicio;panaderia;calasanz;3;12;2018-09-24;7800000;microempresarial
masculino;agropecuaria;jardineria;belen;1;16;2017-02-20;14754000;microempresarial
femenino;servicio;organizacióny;popular;2;1;2018-01-23;7300000;microempresarial
femenino;comercio;variedades;manriquecentralno.2;2;3;2016-04-12;2000000;microempresarial
femenino;comercio;variedades;villahermosa;2;8;2017-10-30;7377000;microempresarial
masculino;industria;fabricadecalzado;pedregal;3;6;2018-03-08;4000000;microempresarial
masculino;comercio;recreativoeducativo;manriqueoriental;2;3;2018-05-25;7812000;microempresarial
femenino;comercio;cafeteria;moravia;2;4;2018-02-28;3000000;microempresarial
femenino;comercio;fabricadealimentos;docedeoctubreno.1;2;6;2018-01-29;2500000;microempresarial
femenino;industria;fabricade;castilla;3;5;2018-01-24;7800000;microempresarial
masculino;servicio;peluqueria;cabecerasancristobal;1;60;2017-04-04;1000000;microempresarial
femenino;servicio;peluqueria;campovaldesno.1;3;4;2017-10-04;7377000;microempresarial
femenino;comercio;ferreteria;picachito;1;6;2018-07-23;1300000;microempresarial
femenino;comercio;variedades;llanaditas;1;8;2018-03-23;7800000;microempresarial
masculino;servicio;montallantas;belen;2;16;2017-10-10;5000000;microempresarial
femenino;servicio;comidasrapidas;aranjuez;2;4;2017-09-20;5000000;microempresarial
masculino;servicio;montallantas;campovaldesno.1;3;4;2018-05-15;4000000;microempresarial
femenino;comercio;variedades;sanjavierno.1;2;13;2017-03-27;7370000;microempresarial
masculino;servicio;comidasrapidas;sanjavierno.2;3;13;2016-11-11;2000000;microempresarial
femenino;comercio;variedades;manriquecentralno.2;2;3;2016-02-24;6000000;microempresarial
masculino;servicio;peluqueria;20dejulio;1;13;2017-09-22;5000000;microempresarial
femenino;comercio;comidasrapidas;cabecerasancristobal;2;60;2018-09-05;4000000;microempresarial
masculino;comercio;tienda;robledo;2;7;2018-12-05;1200000;microempresarial
femenino;comercio;productosdebelleza;robledo;3;7;2017-06-22;4000000;microempresarial
masculino;comercio;distribuidorade;buenosaires;3;9;2016-02-18;6000000;microempresarial
femenino;industria;fabricade;moravia;2;4;2018-09-10;7812000;microempresarial
masculino;comercio;bares;prado;3;10;2016-04-06;4000000;microempresarial
femenino;comercio;ferreteria;castilla;3;5;2018-01-30;7800000;microempresarial
femenino;agropecuaria;sembrados;cabecerasancristobal;2;60;2017-11-21;6000000;agropecuaria
masculino;industria;fabricade;sucre;3;8;2016-10-25;6500000;microempresarial
masculino;comercio;legumbreria;buenosaires;3;9;2016-09-22;6890000;microempresarial
femenino;industria;fabricade;castilla;3;5;2017-06-09;5500000;microempresarial
masculino;servicio;tallerdeelectronica;castilla;2;5;2018-03-06;7000000;microempresarial
masculino;comercio;almacenderopaen;manriquecentralno.1;2;4;2018-06-06;1000000;microempresarial
femenino;servicio;peluqueria;lamilagrosa;2;9;2018-10-11;4000000;microempresarial
femenino;comercio;variedades;enciso;2;8;2018-03-23;4000000;microempresarial
femenino;comercio;tienda;guayabal;3;15;2019-06-05;7500000;microempresarial
femenino;comercio;peluqueria;docedeoctubreno.1;2;6;2016-05-03;6000000;microempresarial
femenino;comercio;variedades;picacho;1;6;2016-09-28;6890000;microempresarial
femenino;servicio;recreativoeducativo;picacho;1;6;2018-04-09;7800000;microempresarial
masculino;comercio;tiendanaturista;villatina;2;10;2018-03-16;7000000;microempresarial
femenino;comercio;tienda;sanjavierno.1;2;13;2016-12-21;1500000;microempresarial
femenino;comercio;tienda;20dejulio;1;13;2016-06-08;5000000;microempresarial
masculino;industria;tallerdemecanica;calasanz;2;12;2017-05-24;7300000;microempresarial
femenino;comercio;tienda;robledo;2;7;2016-05-17;6890000;microempresarial
femenino;servicio;productosdebelleza;aranjuez;2;4;2017-03-22;7370000;microempresarial
masculino;servicio;fabricadecalzado;lamilagrosa;2;9;2017-06-16;1200000;microempresarial
masculino;comercio;almacenderopaen;lamilagrosa;3;9;2016-09-28;6890000;microempresarial
femenino;servicio;tienda;enciso;2;8;2017-09-04;7377000;microempresarial
femenino;comercio;almacenderopaen;manriqueoriental;3;3;2016-06-21;6890000;microempresarial
femenino;servicio;peluqueria;manriquecentralno.1;2;4;2017-10-11;7000000;microempresarial
masculino;comercio;tienda;belen;3;16;2017-07-25;4900000;microempresarial
masculino;servicio;barberia;santacruz;2;2;2017-11-03;7300000;microempresarial
femenino;industria;fabricade;robledo;2;7;2016-09-01;6000000;microempresarial
femenino;comercio;tienda;santacruz;2;2;2018-08-02;5000000;microempresarial
masculino;comercio;tienda;granizal;2;1;2016-05-26;6890000;microempresarial
femenino;comercio;variedades;manriquecentralno.2;2;3;2016-12-21;1000000;microempresarial
femenino;comercio;variedades;enciso;1;8;2017-09-20;4000000;microempresarial
femenino;industria;fabricade;nuevosconquistadores;1;13;2018-08-02;2500000;microempresarial
femenino;comercio;comidasrapidas;manriquecentralno.1;2;4;2017-10-25;248087;microempresarial
masculino;comercio;variedades;altavista;1;70;2018-01-25;1200000;microempresarial
masculino;comercio;almacenderopaen;lafrancia;2;2;2018-06-07;7800000;microempresarial
masculino;servicio;peluqueria;moravia;2;4;2018-04-25;7000000;microempresarial
femenino;industria;fabricadealimentos;moravia;1;4;2016-04-18;6000000;microempresarial
femenino;comercio;comidasrapidas;robledo;2;7;2018-10-26;5000000;microempresarial
masculino;comercio;variedades;trinidad;3;15;2017-04-03;7000000;microempresarial
femenino;industria;fabricade;robledo;2;7;2018-10-11;2000000;microempresarial
masculino;comercio;tienda;llanaditas;1;8;2018-06-27;4500000;microempresarial
masculino;servicio;barberia;cabecerasancristobal;2;60;2017-04-21;7000000;microempresarial
femenino;comercio;cafeeinternet;buenosaires;3;10;2018-10-03;7800000;microempresarial
femenino;comercio;publicidady;buenosaires;2;9;2018-02-08;2250000;microempresarial
femenino;industria;fabricade;lafloresta;3;12;2018-02-27;5000000;microempresarial
masculino;comercio;fabricade;villahermosa;3;8;2016-09-09;6890000;microempresarial
masculino;comercio;tienda;buenosaires;3;9;2018-05-29;7800000;microempresarial
femenino;comercio;tienda;sanjavierno.1;1;13;2016-04-18;4000000;microempresarial
masculino;industria;fabricade;franciscoantoniozea;3;5;2016-07-14;6890000;microempresarial
femenino;comercio;tallerdemecanica;fuenteclara;1;7;2018-05-10;7800000;microempresarial
femenino;comercio;comidasrapidas;buenosaires;3;9;2018-02-05;7800000;microempresarial
femenino;industria;fabricade;manriqueoriental;1;3;2018-09-20;2000000;microempresarial
femenino;comercio;variedades;castilla;2;5;2017-09-21;1000000;microempresarial
femenino;comercio;drogueria;robledo;2;7;2017-10-30;7300000;microempresarial
femenino;industria;fabricade;andalucia;2;2;2019-06-18;8281000;microempresarial
femenino;comercio;tienda;lamilagrosa;3;9;2017-07-18;7300000;microempresarial
masculino;industria;fabricadearepas;robledo;2;7;2016-05-06;4500000;microempresarial
femenino;comercio;fabricadecalzado;cordoba;3;7;2018-10-03;1000000;microempresarial
masculino;servicio;barberia;cabecerasancristobal;1;60;2017-04-25;7300000;microempresarial
femenino;servicio;peluqueria;aranjuez;2;4;2016-12-05;6890000;microempresarial
femenino;industria;fabricade;barriocaicedo;2;9;2017-07-04;4500000;microempresarial
masculino;comercio;tienda;manriquecentralno.1;2;4;2016-11-10;6900000;microempresarial
femenino;comercio;variedades;manriqueoriental;2;3;2019-06-11;8200000;microempresarial
femenino;comercio;restaurante;cristorey;3;15;2016-12-13;68900000;microempresarial
masculino;servicio;drogueria;robledo;1;7;2017-03-09;7300000;microempresarial
masculino;industria;fabricade;laisla;1;2;2016-12-13;6890000;microempresarial
masculino;comercio;panaderia;robledo;2;7;2017-03-29;7377000;microempresarial
femenino;industria;fabricade;docedeoctubreno.1;2;6;2019-04-02;5000000;microempresarial
femenino;comercio;almacenderopaen;robledo;1;7;2018-08-16;7000000;microempresarial
femenino;comercio;tienda;manriquecentralno.1;2;4;2018-01-31;2500000;microempresarial
femenino;comercio;fabricade;popular;2;1;2018-03-14;6000000;microempresarial
masculino;comercio;comidasrapidas;manriquecentralno.1;1;4;2017-08-14;7000000;microempresarial
femenino;comercio;variedades;pedregal;3;6;2018-02-08;5000000;microempresarial
masculino;comercio;miscelanea;robledo;1;7;2018-02-26;2500000;microempresarial
masculino;comercio;fabricade;robledo;2;7;2018-03-13;3000000;microempresarial
femenino;comercio;tienda;sanjavierno.1;2;13;2018-07-17;782000;microempresarial
masculino;industria;fabricadealimentos;santaelenacentral;1;90;2019-04-24;5000000;microempresarial
masculino;servicio;cafeeinternet;manriquecentralno.2;3;3;2017-01-19;3000000;microempresarial
femenino;industria;fabricade;sanjavierno.1;1;13;2018-05-28;4000000;microempresarial
femenino;industria;fabricade;manriquecentralno.1;3;4;2017-12-11;7000000;microempresarial
femenino;comercio;comidasrapidas;manriquecentralno.1;2;4;2018-12-18;6000000;microempresarial
masculino;comercio;bares;cabecerasancristobal;2;60;2018-01-26;7800000;microempresarial
femenino;industria;fabricade;manriquecentralno.1;2;4;2018-07-06;6000000;microempresarial
femenino;comercio;tienda;buenosaires;3;9;2016-03-18;28000000;empresarialed
femenino;comercio;variedades;aranjuez;1;4;2016-03-29;2500000;microempresarial
femenino;industria;fabricade;robledo;2;7;2017-10-24;4000000;microempresarial
masculino;industria;panaderia;centroadmtivo;2;10;2017-10-05;1500000;microempresarial
femenino;comercio;variedades;cabecerasanantonio;3;80;2017-03-16;7000000;microempresarial
masculino;comercio;almacenderopaen;popular;2;1;2019-01-31;8200000;microempresarial
femenino;comercio;peluqueria;manriqueoriental;1;3;2018-10-29;5000000;microempresarial
femenino;comercio;variedades;manriquecentralno.2;2;3;2018-03-02;7800000;microempresarial
femenino;comercio;tienda;aranjuez;3;4;2017-03-03;7377000;microempresarial
femenino;comercio;comidasrapidas;sanjavierno.1;1;13;2017-08-04;2000000;microempresarial
masculino;servicio;mantenimientoen;belen;3;16;2018-08-22;7000000;microempresarial
femenino;industria;fabricade;campovaldesno.2;2;3;2016-09-13;6000000;microempresarial
masculino;servicio;restaurante;santacruz;2;2;2016-07-05;6890000;microempresarial
masculino;comercio;almacenderopaen;manriqueoriental;3;3;2018-02-20;3000000;microempresarial
masculino;comercio;variedades;docedeoctubreno.1;2;6;2018-10-30;7800000;microempresarial
femenino;industria;distribuidorade;castilla;2;5;2018-09-11;7800000;microempresarial
femenino;comercio;restaurante;moravia;1;4;2018-10-29;7800000;microempresarial
masculino;servicio;mantenimientoen;manriqueoriental;2;3;2018-07-10;19530000;empresarialed
masculino;servicio;fotografia;lapradera;3;13;2017-10-02;4200000;microempresarial
femenino;comercio;tienda;popular;2;1;2018-10-11;7800000;credioportuno
femenino;industria;marroquineria;boston;3;10;2018-05-30;2500000;microempresarial
masculino;servicio;barberia;robledo;2;7;2017-08-08;3000000;microempresarial
femenino;comercio;comidasrapidas;granizal;2;1;2017-08-03;21000000;microempresarial
masculino;servicio;fabricadearepas;manriquecentralno.1;3;4;2016-07-19;4000000;microempresarial
femenino;comercio;almacenderopaen;robledo;3;7;2017-10-20;7370000;microempresarial
masculino;comercio;tienda;eltriunfo;1;6;2018-11-30;7800000;microempresarial
femenino;servicio;comidasrapidas;granizal;1;1;2016-04-05;2000000;microempresarial
femenino;industria;fabricade;popular;2;1;2017-10-03;7377000;microempresarial
femenino;comercio;productosdebelleza;castilla;3;5;2018-07-23;7800000;microempresarial
masculino;comercio;cafeteria;aranjuez;3;4;2018-01-26;5000000;microempresarial
femenino;comercio;papeleria;aranjuez;2;4;2019-02-15;8281000;microempresarial
femenino;comercio;productosdebelleza;buenosaires;3;9;2016-08-16;6890000;microempresarial
masculino;comercio;variedades;buenosaires;3;9;2018-02-05;7300000;microempresarial
femenino;servicio;peluqueria;andalucia;2;2;2017-05-19;5000000;microempresarial
masculino;comercio;mantenimientoen;sanjavierno.1;2;13;2017-02-01;7377000;microempresarial
masculino;comercio;charcuteria;cabecerasancristobal;3;60;2017-03-21;7000000;microempresarial
femenino;comercio;tienda;cabecerasancristobal;1;60;2018-11-06;10;microempresarial
femenino;industria;fabricade;lacolina;3;15;2018-04-09;3500000;microempresarial
femenino;comercio;almacenderopaen;villahermosa;3;8;2018-08-22;7800000;microempresarial
femenino;servicio;cafeteria;robledo;2;7;2016-05-05;5000000;microempresarial
femenino;industria;fabricade;picacho;1;6;2016-09-28;6000000;microempresarial
femenino;servicio;barberia;manriquecentralno.1;2;4;2017-05-23;7370000;microempresarial
femenino;comercio;variedades;versallesno.1;1;3;2018-01-30;3000000;microempresarial
femenino;comercio;variedades;cabecerasanantonio;3;80;2017-09-25;7000000;microempresarial
femenino;industria;fabricade;robledo;1;7;2016-12-07;6890000;microempresarial
femenino;comercio;comidasrapidas;calasanz;2;12;2018-06-21;2500000;microempresarial
femenino;comercio;cafeteria;sanjavierno.1;2;13;2017-11-29;7300000;microempresarial
masculino;industria;fabricade;belen;3;16;2018-04-23;1000000;microempresarial
masculino;servicio;fotografia;guayabal;2;15;2016-01-28;4500000;microempresarial
femenino;comercio;comidasrapidas;villahermosa;3;8;2018-07-27;3000000;microempresarial
femenino;comercio;papeleria;santamonica;3;12;2018-07-30;4000000;microempresarial
femenino;servicio;variedades;robledo;2;7;2017-10-30;7300000;microempresarial
masculino;servicio;variedades;andalucia;2;2;2016-12-13;6000000;microempresarial
masculino;comercio;variedades;villahermosa;3;8;2018-03-06;1500000;microempresarial
femenino;comercio;hotelesmoteles;sanjavierno.1;3;13;2017-04-27;6800000;microempresarial
masculino;comercio;fabricadecalzado;lamilagrosa;2;9;2019-04-09;8000000;microempresarial
masculino;comercio;tienda;manriquecentralno.2;2;3;2016-11-30;6000000;microempresarial
femenino;agropecuaria;criaderodeanimales;cabecerasancristobal;2;60;2018-10-25;17000000;agropecuaria
femenino;servicio;restaurante;santacruz;2;2;2016-06-23;6000000;microempresarial
femenino;servicio;cafeeinternet;robledo;1;7;2017-02-22;7370000;microempresarial
femenino;industria;panaderia;santacruz;1;2;2016-03-31;6000000;microempresarial
masculino;servicio;barberia;belen;3;16;2017-07-27;7000000;microempresarial
masculino;servicio;publicidady;castilla;3;5;2019-02-07;4000000;microempresarial
masculino;comercio;comidasrapidas;elsalvador;3;9;2017-08-04;7370000;microempresarial
femenino;servicio;mantenimientoen;castilla;3;5;2018-07-10;5574000;microempresarial
femenino;comercio;tienda;laamerica;3;12;2016-06-10;4000000;microempresarial
femenino;servicio;peluqueria;cabecerasancristobal;2;60;2017-07-18;7377000;microempresarial
femenino;servicio;almacenderopaen;picachito;2;6;2017-07-18;7000000;microempresarial
femenino;industria;fabricadeproductos;santacruz;2;2;2017-08-11;4000000;microempresarial
masculino;industria;cerrajeria;laavanzada;1;1;2018-03-20;7800000;microempresarial
femenino;comercio;distribuidorade;buenosaires;1;9;2018-07-17;4600000;microempresarial
masculino;industria;fabricade;manriqueoriental;2;3;2018-09-20;7800000;microempresarial
femenino;comercio;fabricadealimentos;elsalvador;3;9;2016-11-10;2000000;microempresarial
masculino;comercio;tienda;manriquecentralno.1;2;4;2018-08-14;3000000;microempresarial
masculino;comercio;mantenimientoen;enciso;2;8;2019-02-28;8200000;microempresarial
masculino;servicio;carpinteria;robledo;2;7;2016-07-01;6000000;microempresarial
femenino;comercio;variedades;belen;3;16;2017-09-04;7300000;microempresarial
femenino;comercio;publicidady;manriqueoriental;2;3;2016-07-18;6890000;microempresarial
femenino;industria;fabricade;pablovi;2;2;2016-11-08;6890000;microempresarial
masculino;agropecuaria;criaderodeanimales;cabecerasancristobal;2;60;2018-11-20;5000000;microempresarial
femenino;industria;fabricade;carpinelo;1;1;2017-06-06;7377000;microempresarial
femenino;servicio;ferreteria;buenosaires;3;9;2018-07-03;7800000;microempresarial
femenino;servicio;peluqueria;campovaldesno.1;3;4;2018-03-08;3000000;microempresarial
femenino;comercio;variedades;elsalvador;3;9;2017-10-25;5000000;microempresarial
masculino;servicio;recreativoeducativo;belen;3;16;2016-04-07;6890000;microempresarial
femenino;comercio;almacenderopaen;santacruz;2;2;2018-10-25;7800000;microempresarial
femenino;servicio;variedades;florencia;3;5;2018-07-05;4000000;microempresarial
femenino;comercio;comidasrapidas;villahermosa;3;8;2018-03-12;5000000;microempresarial
femenino;industria;cerrajeria;sanjavierno.1;2;13;2018-10-11;7800000;microempresarial
femenino;comercio;variedades;santacruz;2;2;2018-06-15;7800000;microempresarial
masculino;comercio;variedades;aranjuez;3;2;2017-06-20;7377000;microempresarial
femenino;servicio;organizacióny;manriquecentralno.2;2;3;2016-06-07;6890000;microempresarial
femenino;industria;fabricade;loreto;2;9;2018-11-28;5000000;microempresarial
femenino;servicio;peluqueria;lacandelaria;1;10;2016-11-02;4000000;microempresarial
femenino;comercio;comidasrapidas;belen;3;16;2018-05-07;7800000;microempresarial
femenino;industria;fabricade;belen;2;16;2018-05-23;3000000;microempresarial
masculino;comercio;distribuidorade;belencito;2;13;2017-02-13;30000000;empresarialed
femenino;comercio;variedades;sanjavierno.2;3;13;2016-09-26;5000000;microempresarial
femenino;comercio;comidasrapidas;versallesno.1;2;3;2016-11-30;3500000;microempresarial
masculino;comercio;cerrajeria;enciso;2;8;2018-07-26;7800000;microempresarial
masculino;servicio;charcuteria;aranjuez;1;4;2016-07-27;1200000;microempresarial
femenino;servicio;fabricade;popular;1;1;2018-11-19;7800000;microempresarial
masculino;servicio;variedades;cabecerasanantonio;2;80;2018-04-16;1300000;microempresarial
masculino;servicio;variedades;popular;2;1;2019-02-11;4500000;microempresarial
femenino;servicio;peluqueria;robledo;2;7;2017-04-20;6000000;microempresarial
femenino;comercio;bares;santacruz;2;2;2019-04-02;7000000;microempresarial
masculino;comercio;panaderia;buenosaires;3;9;2018-11-16;7800000;microempresarial
femenino;comercio;comidasrapidas;villatina;1;8;2018-07-30;7800000;microempresarial
masculino;servicio;organizacióny;sanjosedelacimano.;2;3;2018-04-18;800000;microempresarial
femenino;industria;fabricade;villatina;2;8;2016-02-04;4000000;microempresarial
masculino;industria;fabricadeproductos;lamilagrosa;3;9;2017-08-29;7377000;microempresarial
